index,id,name,description,group_id,group_description
564,QIT-09,Baseline characteristics similar?,Were the Baseline characteristics similar?,-1,-1
565,QIT-10,Intervention independent (ITS) ?,Was the intervention independent of other changes ?,-1,-1
566,QIT-11,Analysed appropriately (ITS) ?,Was the analysis appropriate?,-1,-1
567,QIT-12,Shape of effect pre-specified (ITS) ?,Was the shape of the intervention effect pre-specified ?,-1,-1
568,QIT-13,Unlikely to affect data collection (ITS) ?,Was the intervention unlikely to affect data collection?,-1,-1
569,QIT-14,Knowledge of the allocation adequately prevented(ITS)?,Was knowledge of the allocated interventions adequately prevented during the study?,-1,-1
570,QIT-15,Incomplete outcome data addressed (ITS) ?,Were incomplete outcome data adequately addressed?,-1,-1
571,QIT-16,Free of selected reporting (ITS) ?,Are reports of the study free of suggestion of selective outcome reporting?,-1,-1
572,QIT-17,Free of other bias (ITS) ?,Was the study apparently free of other problems that could put it at a high risk of bias?,-1,-1
573,QIT-11,Blinding of participants,-1,-1,-1
574,QIT-12,Blinding of personnel,-1,-1,-1
575,QIT-09,Enriched population – preferential enrolment of positive responders,-1,-1,-1
576,QIT-11,Enriched population – exclusion of poor responders,-1,-1,-1
577,QIT-10,For-profit bias,-1,-1,-1
578,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.01,Weight
579,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.02,Quality of life
580,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.03,Comorbidities
581,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.01,Independent observer reported outcomes
582,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.02,Parent reported outcomes
583,QIT-07,Explicit in-/exclusion criteria,Are explicit inclusion and exclusion criteria for study patient described?,-1,-1
584,QIT-08,ITT-analysis,Was the effect of the intervention assessed in an intention-to-treat analysis?,-1,-1
585,QIT-09,Adequate patient description,Was sufficient detail given to allow for adequate judgement of the study population?,-1,-1
586,QIT-10,Identical care,Was patient care identical for the study groups except for the described study intervention?,-1,-1
587,QIT-11,Outcome description,Were study outcomes described in sufficient detail?,-1,-1
588,QIT-12,Physicians blinded,Was treating staff sufficiently blinded to the intervention?,-1,-1
589,QIT-13,Outcome assessors blinded?,Were the outcome assessors blinded to the study group allocation?,-1,-1
590,QIT-07,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-07.01,Laboratory outcome
591,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.01,Laboratory outcomes
592,QIT-09,Incomplete outcome data (attrition bias): Mortality,-1,-1,-1
593,QIT-10,Incomplete outcome data (attrition bias): All other outcomes,-1,-1,-1
594,QIT-07,Blinding - Patients & Operators,-1,-1,-1
595,QIT-08,Blinding - Outcome assessors,-1,-1,-1
596,QIT-09,Incomplete outcome data addressed,-1,-1,-1
597,QIT-10,Free of selective reporting,-1,-1,-1
598,QIT-11,Free of other bias,-1,-1,-1
599,QIT-09,Industry sponsorship,-1,-1,-1
600,QIT-07,Balance in baseline characteristics?,Was major imbalance in baseline characteristics avoided?,-1,-1
601,QIT-08,Free from performance bias?,No serious differences in care programmes other than trial interventions?,-1,-1
602,QIT-10,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-10.01,All outcomes
603,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.01,Subjective outcomes
604,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.02,Objective outcomes
605,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.01,Subjective outcomes
606,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.02,Objective outcomes
607,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.01,participants and personnel
608,QIT-09,Baseline data comparable?,-1,-1,-1
609,QIT-10,A priori power calculation,-1,-1,-1
610,QIT-10,Size,Give details,-1,-1
611,QIT-07,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-07.01,Pain
612,QIT-07,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-07.02,Adverse events
613,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.01,Pain
614,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.02,Adverse events
615,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.01,Pain
616,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.02,Adverse events
617,QIT-10,Were the participants adequately titrated?,-1,-1,-1
618,QIT-09,For cross-over trials: are data available for both time periods?,"If only first period data available, the reason for this may introduce bias.",-1,-1
619,QIT-07,Blinding - Participant,-1,-1,-1
620,QIT-08,Blinding - Operator/sedationist,-1,-1,-1
621,QIT-10,Blinding - Outcome assessor,-1,-1,-1
622,QIT-11,Incomplete outcome assessment,-1,-1,-1
623,QIT-12,Free of selective reporting,-1,-1,-1
624,QIT-13,Free of other bias,-1,-1,-1
625,QIT-09,Treatment fidelity,-1,-1,-1
626,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.20,G2: Chorioamnionitis during labour
627,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.22,G9: Mode of birth: Vaginal birth
628,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.23,G15: Insomnia after treatment
629,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.45,F1ii:Preterm birth before 37 weeks
630,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.46,F1iii: Very preterm birth before 34 weeks
631,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.47,F4: Proven neonatal infection while in the neonatal intensive care unit
632,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.49,F7: Retinopathy of prematurity
633,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.52,F10: Patent ductus arteriosus
634,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.53,F8: Periventricular leukomalacia
635,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.55,F1i: Term birth â¥ 37 weeksÂ
636,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.56,F1v: Mean gestational age at birth (weeks)
637,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.57,F15: Use of surfactant
638,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.58,L1: Mean birthweight (g)
639,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.59,L3: Mean head circumference at birth (cm)
640,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.60,L8: Mean duration of invasive respiratory support (days)
641,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.61,L10: Mean duration of oxygen supplementation (days)
642,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.63,F12: Use of invasive respiratory supportÂ
643,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.64,L1: Birthweight adjusted for gestation (standardised mean difference)
644,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.66,L3: Mean head circumference Z score at birth
645,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.67,L4: Mean length at birth (cm)
646,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.68,L4: Length at birth adjusted for gestation (standardised mean difference)
647,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.69,L5i: Mean weight (g) at primary hospital discharge
648,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.70,L5i: Mean weight Z score at primary hospital discharge
649,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.71,L5ii: Mean head circumference (cm) at primary hospital discharge
650,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.72,L5ii: Mean head circumference Z score at primary hospital discharge
651,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.73,L5iii: Mean length (cm) at primary hospital discharge
652,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.74,L5iii: Mean length Z score at primary hospital discharge
653,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.81,Q4: Length of infant hospitalisationÂ (days)
654,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.82,F1iv: Extremely preterm birth before 28 weeks
