index,review_code,title
837,CD008388,CD008388 v. 5.0 Interventions for visual field defects in people with stroke
838,CD008398,CD008398 v. 3.0 Oral versus intravenous fluoropyrimidines for colorectal cancer
839,CD008409,CD008409 v. 5.4 Progesterone for acute traumatic brain injury
840,CD008422,CD008422 v. 3.5 Vitamin D for the management of multiple sclerosis
841,CD008435,CD008435 v. 3.0 Skin-to-skin care for procedural pain in neonates
842,CD008449,CD008449 v. 3.3 Mirror therapy for improving motor function after stroke
843,CD008452,CD008452 v. 4.0 Hormonal contraceptives for contraception in overweight or obese women
844,CD008465,CD008465 v. 5.0 Exercise interventions on health-related quality of life for people with cancer during active treatm
845,CD008469,CD008469 v. 4.0 Home-based educational interventions for children with asthma
846,CD008472,CD008472 v. 2.15 Remote ischaemic preconditioning versus no remote ischaemic preconditioning for vascular and endovas
847,CD008474,CD008474 v. 6.0 Ozone therapy for treating foot ulcers in people with diabetes
848,CD008481,CD008481 v. 3.0 Continuous versus intermittent infusions of antibiotics for the treatment of severe acute infections
849,CD008492,CD008492 v. 4.0 Artemisinin-based combination therapy for treating uncomplicated Plasmodium vivax malaria
850,CD008500,CD008500 v. 5.3 Primary prophylaxis for venous thromboembolism in ambulatory cancer patients receiving chemotherapy
851,CD008509,CD008509 v. 3.0 Alpha-blockers as medical expulsive therapy for ureteral stones
852,CD008521,CD008521 v. 7.7 Vaccines for preventing rotavirus diarrhoea vaccines in use
853,CD008524,CD008524 v. 7.18 Vitamin A supplementation for preventing morbidity and mortality in children from six months to five
854,CD008544,CD008544 v. 2.0 Anticonvulsants for alcohol dependence
855,CD008552,CD008552 v. 47.5 Interventions for increasing fruit and vegetable consumption in children aged five years and under
856,CD008558,CD008558 v. 2.0 Metformin for prevention or delay of type 2 diabetes mellitus and its associated complications in pe
857,CD008559,CD008559 v. 3.4 Atypical antipsychotics for disruptive behaviour disorders in children and youths
858,CD008563,CD008563 v. 2.0 Prevention of diarrhoea in children with HIV infection or exposure to maternal HIV infection
859,CD008565,CD008565 v. 3.170 Statins for women with polycystic ovary syndrome not actively trying to conceive
860,CD008567,CD008567 v. 6.0 General physical health advice for people with serious mental illness
861,CD008570,CD008570 v. 5.2 Ergonomic interventions for preventing work-related musculoskeletal disorders of the upper limb and 
862,CD008572,CD008572 v. 2.2 Radiofrequency denervation for chronic low back pain
863,CD008600,CD008600 v. 3.0 Educational and behavioural interventions for anticoagulant therapy in patients with atrial fibrilla
864,CD008603,CD008603 v. 3.0 Oral vaccines for preventing cholera
865,CD008605,CD008605 v. 3.64 Dopamine agonists for preventing ovarian hyperstimulation syndrome
866,CD008618,CD008618 v. 3.2 Exercise for improving outcomes after osteoporotic vertebral fracture
867,CD008630,CD008630 v. 5.0 Pharmacological treatment other than corticosteroids intravenous immunoglobulin and plasma exchange
868,CD008646,CD008646 v. 2.7 Psychological preparation and postoperative outcomes for adults undergoing surgery under general ana
869,CD008649,CD008649 v. 4.0 Inhaled mannitol for cystic fibrosis
870,CD008653,CD008653 v. 2.0 Febuxostat for treating chronic gout
871,CD008661,CD008661 v. 3.0 Modafinil for people with schizophrenia or related disorders
872,CD008666,CD008666 v. 5.0 Vitamin A supplementation during pregnancy for maternal and newborn outcomes
873,CD008676,CD008676 v. 4.0 Chlorhexidine mouthrinse as an adjunctive treatment for gingival health
874,CD008687,CD008687 v. 2.0 Interventions for preventing upper gastrointestinal bleeding in people admitted to intensive care un
875,CD008709,CD008709 v. 3.0 Single-incision sling operations for urinary incontinence in women
876,CD008712,CD008712 v. 10.0 Cognitive behavioural therapy plus standard care versus standard care plus other psychosocial treatm
877,CD008716,CD008716 v. 5.5 Probiotics for people with hepatic encephalopathy
878,CD008720,CD008720 v. 2.5 Human chorionic gonadotrophin priming for fertility treatment with in vitro maturation
879,CD008726,CD008726 v. 2.243 Different classes of antibiotics given to women routinely for preventing infection at caesarean sect
880,CD008728,CD008728 v. 4.0 Interventions for preventing falls in people after stroke
881,CD008729,CD008729 v. 2.17 Psychological interventions for women with non-metastatic breast cancer
882,CD008732,CD008732 v. 2.6 Macular grid laser photocoagulation for branch retinal vein occlusion
883,CD008735,CD008735 v. 4.0 Glucocorticosteroids for infants with biliary atresia following Kasai portoenterostomy
884,CD008736,CD008736 v. 2.2 Vector and reservoir control for preventing leishmaniasis
885,CD008742,CD008742 v. 2.1 Conservative interventions for treating work-related complaints of the arm neck or shoulder in adul
886,CD008754,CD008754 v. 5.0 Memory rehabilitation for people with multiple sclerosis
887,CD008772,CD008772 v. 2.0 Probiotics for preventing urinary tract infections in adults and children
888,CD008776,CD008776 v. 2.0 Computer-based diabetes self-management interventions for adults with type 2 diabetes mellitus
889,CD008802,CD008802 v. 3.0 Oral health education (advice and training) for people with serious mental illness
890,CD008823,CD008823 v. 1.1364 Walking for hypertension
891,CD008824,CD008824 v. 2.0 Vitamin D supplementation for preventing infections in children under five years of age
892,CD008831,CD008831 v. 6.0 Probiotics for the preventionor treatment of chemotherapy- or radiotherapy-related diarrhoea in peo
893,CD008834,CD008834 v. 4.256 Antiplatelet agents for chronic kidney disease
894,CD008873,CD008873 v. 5.0 Vitamin D supplementation for women during pregnancy
895,CD008875,CD008875 v. 3.0 Post-pyloric versus gastric tube feeding for preventing pneumonia and improving nutritional outcomes
896,CD008895,CD008895 v. 6.0 Patient education in the management of coronary heart disease
897,CD008907,CD008907 v. 4.68 Eslicarbazepine acetate add-on therapy for drug-resistant focal epilepsy
898,CD008937,CD008937 v. 2.4 Psychological therapies for pathological and problem gambling
899,CD008940,CD008940 v. 4.0 Pharmacotherapies for cannabis dependence
900,CD008943,CD008943 v. 5.0 Combination pharmacotherapy for the treatment of neuropathic pain in adults
901,CD008958,CD008958 v. 4.0 The WHO Health Promoting School framework for improving the health and well-being of students and th
902,CD008959,CD008959 v. 7.0 Home fortification of foods with multiple micronutrient powders for health and nutrition in children
903,CD008962,CD008962 v. 2.0 Shock wave therapy for rotator cuff disease with or without calcification
904,CD008963,CD008963 v. 2.0 Self-management education programmes for osteoarthritis
905,CD008966,CD008966 v. 2.0 B-type natriuretic peptide-guided treatment for heart failure
906,CD008982,CD008982 v. 2.0 Postpartum misoprostol for preventing maternal mortality and morbidity
907,CD008986,CD008986 v. 4.46 Medication review in hospitalised patients to reduce morbidity and mortality
908,CD009000,CD009000 v. 4.0 Ready-to-use therapeutic food (RUTF) for home-based nutritional rehabilitation of severe acute malnu
909,CD009002,CD009002 v. 3.0 Omega-3 fatty acids for the treatment of dementia
910,CD009009,CD009009 v. 4.6 General health checks in adults for reducing morbidity and mortality from disease
911,CD009012,CD009012 v. 3.0 Early versus delayed antiretroviral treatment in HIV-positive people with cryptococcal meningitis
912,CD009066,CD009066 v. 2.0 Probiotics for preventing ventilator-associated pneumonia
913,CD009068,CD009068 v. 4.0 Interventions for preventing and treating cardiac complications in Duchenne and Becker muscular dyst
914,CD009075,CD009075 v. 3.0 Aerobic physical exercise for adult patients with haematological malignancies
915,CD009076,CD009076 v. 3.0 Interventions for treating femoral shaft fractures in children and adolescents
916,CD009081,CD009081 v. 1.343 Withdrawal or continuation of cholinesterase inhibitors or memantine or both in people with dementi
917,CD009103,CD009103 v. 4.10 Interventions for improving modifiable risk factor control in the secondary prevention of stroke
918,CD009115,CD009115 v. 3.6 Phonics training for English-speaking poor readers
919,CD009122,CD009122 v. 3.0 Intensive glucose control versus conventional glucose control for type 1 diabetes mellitus
920,CD009124,CD009124 v. 4.0 Pushingbearing down methods for the second stage of labour
921,CD009125,CD009125 v. 2.38 Psychological treatments for depression and anxiety in dementia and mild cognitive impairment
922,CD009138,CD009138 v. 2.0 Amitriptyline versus placebo for major depressive disorder
923,CD009147,CD009147 v. 3.0 Image-guided glucocorticoid injection versus injection without image guidance for shoulder pain
924,CD009149,CD009149 v. 4.219 Primary-level worker interventions for the care of people living with mental disorders and distress 
925,CD009153,CD009153 v. 5.0 Antiretroviral therapy for prevention of HIV transmission in HIV-discordant couples
926,CD009154,CD009154 v. 10.0 Luteal phase support for assisted reproduction cycles
927,CD009163,CD009163 v. 3.0 Antibiotics for otitis media with effusion in children
928,CD009164,CD009164 v. 3.0 Interventions to increase adherence to medications for tobacco dependence
929,CD009172,CD009172 v. 3.0 Alternative lipid emulsions versus pure soy oil based lipid emulsions for parenterally fed preterm i
930,CD009176,CD009176 v. 5.0 Daily sedation interruption versus no daily sedation interruption for critically ill adult patients 
931,CD009178,CD009178 v. 4.0 Pharmacotherapies for sleep disturbances in dementia
932,CD009186,CD009186 v. 2.0 Strategies to increase the ownership and use of insecticide-treated bednets to prevent malaria
933,CD009187,CD009187 v. 2.0 Interventions for recruiting smokers into cessation programmes
934,CD009195,CD009195 v. 2.0 Angioplasty versus stenting for infrapopliteal arterial lesions in chronic limb-threatening ischaemi
935,CD009209,CD009209 v. 4.0 Workplace pedometer interventions for increasing physical activity
936,CD009218,CD009218 v. 7.0 Intermittent iron supplementation for reducing anaemia and its associated impairments in adolescent 
937,CD009231,CD009231 v. 5.0 Hospital at home home-based end-of-life care
938,CD009232,CD009232 v. 4.0 Acupuncture or acupressure for pain management during labour
939,CD009233,CD009233 v. 3.0 Environmental and behavioural interventions for reducing physical activity limitation and preventing
940,CD009238,CD009238 v. 3.0 Helminth therapy (worms) for allergic rhinitis
941,CD009241,CD009241 v. 3.0 Oxytocin augmentation of labour in women with epidural analgesia for reducing operative deliveries
942,CD009261,CD009261 v. 11.7 Negative pressure wound therapy for surgical wounds healing by primary closure
943,CD009275,CD009275 v. 4.0 Different types of dietary advice for women with gestational diabetes mellitus
944,CD009286,CD009286 v. 5.9 Selective serotonin reuptake inhibitors (SSRIs) for stroke recovery
945,CD009287,CD009287 v. 2.0 Media campaigns for the prevention of illicit drug use in young people
946,CD009297,CD009297 v. 5.0 Darbepoetin for the anaemia of chronic kidney disease
947,CD009308,CD009308 v. 1.0 Universal family-based prevention programs for alcohol misuse in young people
948,CD009315,CD009315 v. 4.0 Nutritional labelling for healthier food or non-alcoholic drink purchasing and consumption
949,CD009326,CD009326 v. 4.54 Schedules for home visits in the early postpartum period
950,CD009332,CD009332 v. 5.0 Intravenous versus intramuscular prophylactic oxytocin for reducing blood loss in the third stage of
951,CD009338,CD009338 v. 2.0 Telephone support for women during pregnancy and the first six weeks postpartum
952,CD009346,CD009346 v. 3.0 Pharmacological and non-pharmacological interventions for reducing rocuronium bromide induced pain o
953,CD009348,CD009348 v. 2.0 Injected corticosteroids for treating plantar heel pain in adults
